ssv_id,time,level,name,status,evaluate
SSV-97285,2018-05-10,高危,"KONGTOP DVR后门分析(CVE-2018-10734)","CVE-2018-10734   Have PoC   No VM   Have Detail   No Chart","2118 | 0"
SSV-97286,2018-05-10,高危,"SCADAS "BAS920 & ISC2000" Credentials Exposed(CVE-2017-17974)","CVE-2017-17974   Have PoC   No VM   Have Detail   No Chart","1707 | 0"
SSV-97290,2018-05-16,高危,"DHCP Client Script Code Execution Vulnerability(CVE-2018-1111)","CVE-2018-1111   Have PoC   No VM   Have Detail   No Chart","2534 | 0"
SSV-97307,2018-05-21,高危,"Microsoft Windows Kernel 'Win32k.sys'  Local Privilege Escalation Vulnerability(CVE-2018-8120)","CVE-2018-8120   Have PoC   No VM   Have Detail   No Chart","1893 | 0"
SSV-97308,2018-05-21,高危,"Adobe Enterprise Manager (AEM) < 6.3 - Remote Code Execution","无 CVE   Have PoC   No VM   No Detail   No Chart","1691 | 0"
SSV-97315,2018-05-29,高危,"QRadar Remote Command Execution(CVE-2018-1418)","CVE-2018-1418   Have PoC   No VM   Have Detail   No Chart","1980 | 0"
SSV-97325,2018-06-04,中危,DuomiCMS前台SQL注入,"无 CVE   Have PoC   No VM   No Detail   No Chart","2255 | 0"
SSV-97326,2018-06-04,中危,DedeCMS后台地址爆破漏洞,"无 CVE   Have PoC   No VM   No Detail   No Chart","11807 | 2"
SSV-97331,2018-06-08,中危,"Microsoft Edge: Chakra: Cross context bug(CVE-2018-0946)","CVE-2018-0946   Have PoC   No VM   Have Detail   No Chart","1336 | 0"
SSV-97333,2018-06-08,高危,"MacOS/iOS kernel heap overflow due to lack of lower size check in getvolattrlist(CVE-2018-4243)","CVE-2018-4243   Have PoC   No VM   Have Detail   No Chart","1323 | 0"
SSV-97334,2018-06-08,高危,"WebKit: Use-after-free when resuming generator(CVE-2018-4218)","CVE-2018-4218   Have PoC   No VM   Have Detail   No Chart","1372 | 0"
SSV-97335,2018-06-08,中危,"WebKit: Info leak in WebAssembly Compilation(CVE-2018-4222)","CVE-2018-4222   Have PoC   No VM   Have Detail   No Chart","1420 | 0"
SSV-97336,2018-06-08,高危,"Microsoft Edge: Chakra: EntrySimpleObjectSlotGetter can have side effects(CVE-2018-8133)","CVE-2018-8133   Have PoC   No VM   Have Detail   No Chart","1442 | 0"
SSV-97337,2018-06-08,高危,"MacOS kernel UAF due to lack of locking in nvidia GeForce driver(CVE-2018-4230)","CVE-2018-4230   Have PoC   No VM   Have Detail   No Chart","1341 | 0"
SSV-97338,2018-06-08,高危,"XNU kernel heap overflow due to bad bounds checking in MPTCP(CVE-2018-4241)","CVE-2018-4241   Have PoC   No VM   Have Detail   No Chart","1352 | 0"
SSV-97339,2018-06-08,高危,"Google Chrome: Integer Overflow when Processing WebAssembly Locals(CVE-2018-6092)","CVE-2018-6092   Have PoC   No VM   Have Detail   No Chart","2160 | 0"
SSV-97343,2018-06-14,高危,"ecshop 2.7.3  代码执行漏洞","无 CVE   Have PoC   No VM   Have Detail   No Chart","9328 | 5"
SSV-97347,2018-06-20,高危,"AVTECH {DVR/NVR/IPC} IPCP API RCE","无 CVE   Have PoC   No VM   No Detail   No Chart","1626 | 0"
SSV-97349,2018-06-21,高危,"Unauthenticated Privileged Directory Traversal in IPConfigure Orchid Core VMS(CVE-2018-10956)","CVE-2018-10956   Have PoC   No VM   Have Detail   No Chart","1467 | 0"
SSV-97367,2018-06-22,中危,"Insteon Hub HTTPExecuteGet Firmware Update host Parameter Buffer Overflow Vulnerability(CVE-2017-14445)","CVE-2017-14445   Have PoC   No VM   Have Detail   No Chart","1414 | 0"
SSV-97368,2018-06-22,高危,"Cisco Adaptive Security Appliance - Path Traversal (CVE-2018-0296)","CVE-2018-0296   Have PoC   No VM   No Detail   No Chart","2476 | 0"
SSV-97381,2018-06-29,中危,"KYOCERA Net Admin 3.4 CSRF Add Admin Exploit","无 CVE   Have PoC   No VM   Have Detail   No Chart","1342 | 0"
SSV-97383,2018-06-29,中危,"Teradek VidiU Pro 3.0.3 CSRF Change Password Exploit","无 CVE   Have PoC   No VM   Have Detail   No Chart","1306 | 0"
SSV-97384,2018-06-29,中危,"Teradek VidiU Pro 3.0.3 SSRF Vulnerability","无 CVE   Have PoC   No VM   Have Detail   No Chart","1334 | 0"
SSV-97387,2018-06-29,中危,"Teradek Cube 7.3.6 CSRF Change Password Exploit","无 CVE   Have PoC   No VM   Have Detail   No Chart","1304 | 0"
SSV-97390,2018-06-29,中危,"Teradek Slice 7.3.15 CSRF Change Password Exploit","无 CVE   Have PoC   No VM   Have Detail   No Chart","1420 | 0"
SSV-97391,2018-06-29,中危,"AsusWRT RT-AC750GF - Cross-Site Request Forgery (Change Admin Password)","无 CVE   Have PoC   No VM   Have Detail   No Chart","1409 | 0"
SSV-97392,2018-06-29,中危,"BEESCMS 4.0 - Cross-Site Request Forgery (Add Admin)(CVE-2018-12739)","CVE-2018-12739   Have PoC   No VM   No Detail   No Chart","1745 | 0"
SSV-97393,2018-06-29,中危,"TP-Link TL-WA850RE - Remote Command Execution","无 CVE   Have PoC   No VM   No Detail   No Chart","1844 | 0"
SSV-97394,2018-06-29,中危,"RabbitMQ Web Management < 3.7.6 - Cross-Site Request Forgery (Add Admin)","无 CVE   Have PoC   No VM   No Detail   No Chart","2444 | 0"
SSV-97395,2018-06-29,高危,"Foxes Among Us :: Foxit Reader Vulnerability Discovery and Exploitation","CVE-2018-9948,CVE-2018-9958   Have PoC   No VM   Have Detail   No Chart","1965 | 0"
SSV-97396,2018-07-04,高危,"Mikrotik Winbox 任意文件访问漏洞","CVE-2018-14847   Have PoC   No VM   Have Detail   No Chart","2850 | 0"
SSV-97401,2018-07-05,高危,MetInfo6.0.0任意文件读取漏洞,"无 CVE   Have PoC   No VM   Have Detail   No Chart","2994 | 0"
SSV-97403,2018-07-05,中危,DouPHP-多处物理路径泄露,"无 CVE   Have PoC   No VM   Have Detail   No Chart","2177 | 0"
SSV-97416,2018-07-11,高危,"VLC media player 2.2.8 Arbitrary Code Execution PoC(CVE-2018-11529)","CVE-2018-11529   Have PoC   No VM   No Detail   No Chart","1906 | 0"
SSV-97419,2018-07-18,高危,"WebLogic 反序列化远程命令执行漏洞(CVE-2018-2893)","CVE-2018-2893   Have PoC   No VM   No Detail   No Chart","13213 | 14"
SSV-97422,2018-07-19,高危,云金地国土资源管理系统存在通用型任意文件读取漏洞,"无 CVE   Have PoC   No VM   Have Detail   No Chart","2144 | 0"
SSV-97435,2018-07-27,高危,MetInfo6.0.0任意文件读取漏洞,"无 CVE   Have PoC   No VM   No Detail   No Chart","2168 | 2"
SSV-97438,2018-07-30,中危,"Sngine v2.5.3 通用型反射XSS漏洞","无 CVE   Have PoC   No VM   Have Detail   No Chart","1650 | 0"
SSV-97467,2018-08-08,高危,"OpenEMR < 5.0.1 - Remote Code Execution","无 CVE   Have PoC   No VM   No Detail   No Chart","1474 | 0"
SSV-97485,2018-08-17,高危,"Infiniband Linux Driver UAF(CVE-2018-14737)","CVE-2018-14737   Have PoC   No VM   Have Detail   No Chart","1464 | 0"
SSV-97486,2018-08-17,高危," Linux Kernel AF_PACKET Use After Free (packet_sock)","无 CVE   Have PoC   No VM   Have Detail   No Chart","1443 | 0"
SSV-97487,2018-08-17,中危,"Android: directory traversal over USB via injection in blkid output(CVE-2018-9445)","CVE-2018-9445   Have PoC   No VM   Have Detail   No Chart","1491 | 0"
SSV-97488,2018-08-17,中危,"Microsoft Edge: Chakra: JIT: ImplicitCallFlags check bypass with Intl(CVE-2018-8288)","CVE-2018-8288   Have PoC   No VM   Have Detail   No Chart","1385 | 0"
SSV-97489,2018-08-17,中危,"Microsoft Edge: Chakra: Parameter scope parsing bug(CVE-2018-8279)","CVE-2018-8279   Have PoC   No VM   Have Detail   No Chart","1350 | 0"
SSV-97490,2018-08-17,中危,"Microsoft Edge: Chakra: DictionaryPropertyDescriptor::CopyFrom doesn't copy all fields(CVE-2018-8291)","CVE-2018-8291   Have PoC   No VM   Have Detail   No Chart","1349 | 0"
SSV-97491,2018-08-17,中危,"Microsoft Edge: Chakra: JIT: Type confusion with InlineArrayPush","无 CVE   Have PoC   No VM   Have Detail   No Chart","1267 | 0"
SSV-97492,2018-08-17,中危,"Microsoft Edge: Chakra: Bugs in InitializeNumberFormat and InitializeDateTimeFormat(CVE-2018-8298)","CVE-2018-8298   Have PoC   No VM   Have Detail   No Chart","1630 | 0"
SSV-97497,2018-08-22,高危,"Apache Struts2 S2-057(CVE-2018-11776) ","	 CVE-2018-11776   Have PoC   No VM   Have Detail   No Chart","7564 | 2"
SSV-97502,2018-08-29,高危,win10操作系统本地提权漏洞,"无 CVE   Have PoC   No VM   Have Detail   No Chart","3176 | 0"
SSV-97503,2018-08-29,中危,"OpenSSH 2.3 < 7.7 - Username Enumeration(CVE-2018-15473)","CVE-2018-15473   Have PoC   No VM   No Detail   No Chart","6087 | 0"
SSV-97505,2018-08-29,高危,"CuteFTP 5.0 - Buffer Overflow","无 CVE   Have PoC   No VM   No Detail   No Chart","1502 | 0"
SSV-97506,2018-08-29,高危,"UltraISO 9.7.1.3519 - Buffer Overflow (SEH)","无 CVE   Have PoC   No VM   No Detail   No Chart","1408 | 0"
SSV-97507,2018-08-29,高危,"Seagate Personal Cloud SRN21C 4.3.16.0 / 4.3.18.0 - SQL Injection","无 CVE   Have PoC   No VM   Have Detail   No Chart","1452 | 0"
SSV-97508,2018-08-29,高危,"Electron WebPreferences Remote Code Execution Finding(CVE-2018-15685)","CVE-2018-15685   Have PoC   No VM   Have Detail   No Chart","1832 | 0"
SSV-97509,2018-08-29,中危,"Microsoft Windows - JScript RegExp.lastIndex Use-After-Free(CVE-2018-8353)","CVE-2018-8353   Have PoC   No VM   Have Detail   No Chart","1804 | 0"
SSV-97531,2018-09-14,中危,"LG Smart IP Camera Backup Download","CVE-2018-16946   Have PoC   No VM   Have Detail   No Chart","1519 | 0"
SSV-97532,2018-09-14,高危,"RPi Cam Web Interface <= 6.4.25  command injection vulnerability","无 CVE   Have PoC   No VM   Have Detail   No Chart","1587 | 0"
SSV-97535,2018-09-17,中危,"PHPOK 4.9.15 Session信息泄露","无 CVE   Have PoC   No VM   Have Detail   No Chart","1798 | 0"
SSV-97536,2018-09-18,中危,"Gaining RCE by abusing Node-RED","无 CVE   Have PoC   No VM   Have Detail   No Chart","1597 | 0"
SSV-97542,2018-09-19,中危,"HPE Intelligent Management Center Stack Buffer Overflow","无 CVE   Have PoC   No VM   Have Detail   No Chart","1400 | 0"
SSV-97572,2018-09-26,高危,"Joomla! Auction Factory v4.5.5 参数filter_order_Dir和filter_order SQL注入漏洞","无 CVE   Have PoC   No VM   Have Detail   No Chart","1757 | 0"
SSV-97578,2018-09-28,高危,"Joomla! Component Collection Factory v4.1.9 参数filter_order_Dir SQL注入漏洞","CVE-2018-17383   Have PoC   No VM   Have Detail   No Chart","1647 | 0"
SSV-97579,2018-09-28,高危,"Joomla! Swap Factory 2.2.1 参数filter_order SQL注入漏洞","CVE-2018-17384   Have PoC   No VM   Have Detail   No Chart","2507 | 0"
SSV-97587,2018-10-09,高危,"Realtek SDK Miniigd UPnP SOAP Interface Command Injection Vulnerability","CVE-2014-8361   Have PoC   No VM   Have Detail   No Chart","1485 | 0"
SSV-97588,2018-10-09,中危,"MikroTik RouterOS – Backdoor","无 CVE   Have PoC   No VM   Have Detail   No Chart","1922 | 1"
SSV-97589,2018-10-09,高危,"Cisco Prime Infrastructure File Inclusion and RCE","CVE-2018-15379   Have PoC   No VM   Have Detail   No Chart","1583 | 0"
SSV-97592,2018-10-10,中危,"SonicWall SMS – Remote Code Execution","CVE-2018-9866   Have PoC   No VM   Have Detail   No Chart","1502 | 0"
SSV-97594,2018-10-10,高危,"D-Link Devices - HNAP SOAPAction-Header Command Execution","CVE-2015-2051   Have PoC   No VM   Have Detail   No Chart","1780 | 0"
SSV-97595,2018-10-10,高危,"D-Link DSL-2750B - OS Command Injection","无 CVE   Have PoC   No VM   Have Detail   No Chart","1711 | 0"
SSV-97600,2018-10-11,高危,"Netgear DGN1000 / DGN2000v1 Setup.cgi Unauthenticated RCE","无 CVE   Have PoC   No VM   No Detail   No Chart","1818 | 0"
SSV-97606,2018-10-15,高危,"ISPConfig < 3.1.13 - Remote Command Execution","无 CVE   Have PoC   No VM   Have Detail   No Chart","1588 | 0"
SSV-97610,2018-10-16,中危,"Apache OFBiz XXE Vulnerability","CVE-2011-3600, CVE-2018-8033   Have PoC   No VM   Have Detail   No Chart","1771 | 0"
SSV-97613,2018-10-17,高危,"WebLogic 反序列化远程命令执行漏洞(CVE-2018-3245)","CVE-2018-3245   Have PoC   No VM   Have Detail   No Chart","6076 | 0"
SSV-97614,2018-10-17,中危,"libssh authentication bypass in server code (CVE-2018-10993)","CVE-2018-10933   Have PoC   No VM   Have Detail   No Chart","4790 | 0"
SSV-97620,2018-10-19,高危,"VLC Media Player MKV Use-After-Free","无 CVE   Have PoC   No VM   No Detail   No Chart","1689 | 0"
SSV-97621,2018-10-19,高危,"WebLogic 反序列化远程命令执行漏洞(CVE-2018-3191)","CVE-2018-3191   Have PoC   No VM   Have Detail   No Chart","5186 | 1"
SSV-97623,2018-10-19,中危,"Joomla组件 Reverse Auction Factory v4.3.8 SQL Injection","无 CVE   Have PoC   No VM   Have Detail   No Chart","1674 | 0"
SSV-97624,2018-10-19,中危,"Joomla组件Jobs Factory v2.0.4 参数filter_letter SQL注入","无 CVE   Have PoC   No VM   Have Detail   No Chart","2319 | 0"
SSV-97658,2018-11-06,高危,"Gogs/Gitea 远程代码执行漏洞（CVE-2018-18925/6）","CVE-2018-18925, CVE-2018-18926   Have PoC   No VM   Have Detail   No Chart","2833 | 0"
SSV-97674,2018-11-13,中危,"Link-Net LW-N605R 12.20.2.1486 - Remote Code Execution (CVE-2018-16752)","CVE-2018-16752   Have PoC   No VM   No Detail   No Chart","1756 | 3"
SSV-97675,2018-11-15,中危,"Atlassian Jira Authenticated Upload Code Execution","无 CVE   Have PoC   No VM   No Detail   No Chart","1787 | 0"
SSV-97680,2018-11-20,高危,"PHP 5.2.3 imap (Debian Based) - 'imap_open' Disable Functions Bypass","CVE-2018–19518   Have PoC   No VM   Have Detail   No Chart","3103 | 0"
SSV-97739,2018-12-25,中危,"NEC Univerge Sv9100 WebPro - 6.00 Multiple Vulnerabilities","CVE-2018-11741, CVE-2018-11742   Have PoC   No VM   Have Detail   No Chart","1592 | 0"
SSV-97767,2019-01-11,高危,"Thinkphp 5.0.x 远程代码执行漏洞","无 CVE   Have PoC   No VM   Have Detail   No Chart","7456 | 1"
SSV-97774,2019-01-17,中危,"Joomla Simple RSS Feed Reader mod_jw_srfr 3.6.0 Modules Open Redirect","无 CVE   Have PoC   No VM   Have Detail   No Chart","2133 | 0"
SSV-97775,2019-01-19,中危,"FortiGate FortiOS < 6.0.3 - LDAP Credential Disclosure (CVE-2018-13374)","CVE-2018-13374   Have PoC   No VM   Have Detail   No Chart","1863 | 0"
SSV-97776,2019-01-21,高危,"Cisco ISE Unauthenticated XSS to Privileged RCE","无 CVE   Have PoC   No VM   Have Detail   No Chart","1765 | 0"
SSV-97778,2019-01-25,高危,"GhostScript 沙箱绕过(CVE-2019-6116)","CVE-2019-6116   Have PoC   No VM   Have Detail   No Chart","2121 | 0"
SSV-97784,2019-02-11,中危,"Netwave IP Camera 信息泄露漏洞 (CVE-2018-11653)","CVE-2018-11653   Have PoC   No VM   Have Detail   No Chart","1477 | 0"
SSV-97785,2019-02-11,中危,"Netwave IP Camera 信息泄露漏洞 (CVE-2018-11654)","CVE-2018-11654   Have PoC   No VM   Have Detail   No Chart","1675 | 0"
SSV-97788,2019-02-11,中危,"CirCarLife Scada < v4.3 安装路径泄漏 (CVE-2018-16668)","CVE-2018-16668   Have PoC   No VM   Have Detail   No Chart","1426 | 0"
SSV-97789,2019-02-11,中危,"CirCarLife和PowerStudio CIRCONTROL Open Charge Point Protocol 安全漏洞 (CVE-2018-16669)","CVE-2018-16669   Have PoC   No VM   Have Detail   No Chart","1383 | 0"
SSV-97790,2019-02-11,中危,"CIRCONTROL CirCarLife 安全漏洞 (CVE-2018-16670)","CVE-2018-16670   Have PoC   No VM   Have Detail   No Chart","1379 | 0"
SSV-97791,2019-02-11,中危,"CIRCONTROL CirCarLife 信息泄露漏洞 (CVE-2018-16671)","CVE-2018-16671   Have PoC   No VM   Have Detail   No Chart","1554 | 0"
SSV-97792,2019-02-11,中危,"Circontrol CirCarLife 信息泄露漏洞 (CVE-2018-16672)","CVE-2018-16672   Have PoC   No VM   Have Detail   No Chart","1490 | 0"
SSV-97793,2019-02-11,中危,"多款Schneider Electric产品信息泄露漏洞 (CVE-2018-7812)","CVE-2018-7812   Have PoC   No VM   Have Detail   No Chart","1768 | 0"
SSV-97794,2019-02-11,中危,"Lutron Quantum 2.0 - 3.2.243 - Information Disclosure (CVE-2018-8880)","CVE-2018-8880   Have PoC   No VM   Have Detail   No Chart","1550 | 0"
SSV-97807,2019-02-15,高危,"Jenkins Multiple Security Bypass Vulnerabilities","CVE-2019-1003000 CVE-2019-1003001 CVE-2019-1003002   Have PoC   No VM   Have Detail   No Chart","2678 | 0"
SSV-97809,2019-02-15,高危,"Nexus Repository Manager 3 访问控制缺失及远程代码执行漏洞(CVE-2019-7238)","CVE-2019-7238   Have PoC   No VM   Have Detail   No Chart","1976 | 0"
SSV-97815,2019-02-19,中危,"Discuz 3.4 越权登陆漏洞","无 CVE   Have PoC   No VM   Have Detail   No Chart","9014 | 0"
SSV-97819,2019-02-22,高危,"Drupal SA-CORE-2019-003 远程命令执行漏洞 (CVE-2019-6340)","CVE-2019-6340   Have PoC   No VM   Have Detail   No Chart","3031 | 0"
SSV-97824,2019-02-26,中危,"MikroTik RouterOS Unauthenticated Intermediary(CVE-2019-3924 )","CVE-2019-3924   Have PoC   No VM   Have Detail   No Chart","2550 | 0"
SSV-97827,2019-03-04,中危,"Nokia GPON ONT Multiple Vulnerabilities","无 CVE   Have PoC   No VM   Have Detail   No Chart","2069 | 0"
SSV-97850,2019-03-11,高危,"Deserialization of untrusted data via jmx.serviceUrl(CVE-2019-0192)","CVE-2019-0192   Have PoC   No VM   Have Detail   No Chart","2840 | 0"
SSV-97855,2019-03-13,高危,"Adobe ColdFusion 反序列化 RCE 漏洞分析(CVE-2019-7091)","CVE-2019-7091   Have PoC   No VM   Have Detail   No Chart","2156 | 0"
SSV-97856,2019-03-13,高危,"Apache Tika中的命令注入(CVE-2018-1335)","CVE-2018-1335   Have PoC   No VM   Have Detail   No Chart","2360 | 0"
