"_id","title","desc","date","img","tags","nickname"
"209724","7月3日每日安全热点 - 47%MongoDB数据库被黑客入侵索要赎金","Facebook向数千名应用程序开发者公开了用户数据；勒索软件要求巴西电力公司Light S.a.支付1400万美元赎金；47%的在线MongoDB数据库被黑客入侵索要赎金。","2020/7/3 09:45:49","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"209734","CVE-2020-9497/9498：Apache Guacamole 网关远程代码执行漏洞通告","2020年07月03日， 360CERT监测发现 Apache Guacamole官方 发布了 Guacamole网关远程代码执行 的风险通告，该漏洞编号为 CVE-2020-9497/CVE-2020-9498，漏洞等级：中危。","2020/7/3 10:15:50","https://p4.ssl.qhimg.com/t01ab76a9701f66796c.png","漏洞预警","360CERT安全通告"
"209767","CVE-2020-5902：F5 BIG-IP 远程代码执行漏洞通告","2020年07月03日， 360CERT监测发现 F5 发布了 F5 BIG-IP 远程代码执行 的风险通告，该漏洞编号为 CVE-2020-5902，漏洞等级：严重。","2020/7/3 17:45:15","https://p5.ssl.qhimg.com/t0133d48f8c3938737c.png","漏洞预警","360CERT安全通告"
"209779","7月4日每日安全热点 - 健身公司V Shred 606 GB客户数据泄露","健身公司V Shred 606 GB客户数据泄露；Linux安全的十年；CVE-2020-7284: McAfee NSM 未授权访问。","2020/7/4 11:04:47","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"209801","7月6日每日安全热点 - .NET Core中的漏洞可以绕过杀软",".NET Core中的漏洞可以绕过杀软；CVE-2020-5902：F5 BIG-IP 远程代码执行漏洞EXP公开；Facebook App价值1500刀的漏洞。","2020/7/6 09:30:07","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"209814","有人建议弃用BlackHat等词，遭安全社区热议","信息安全（infosec）社区今天对放弃使用“BlackHat”和“WhiteHat”这两个术语的呼吁做出了愤怒的反应，理由是这两者，尤其是“BlackHat”与种族歧视无关。","2020/7/7 09:45:15","https://p0.ssl.qhimg.com/t0190af416bce96b0b0.png","安全资讯","安全客"
"209859","CVE-2020-5902: F5 BIG-IP 远程代码执行漏洞通告更新（补丁绕过）","2020年07月03日， 360CERT监测发现 F5 发布了 F5 BIG-IP 远程代码执行 的风险通告，该漏洞编号为 CVE-2020-5902，漏洞等级：严重。","2020/7/8 11:30:08","https://p5.ssl.qhimg.com/t01737aed347781c285.png","漏洞预警","360CERT安全通告"
"209913","7月7日每日安全热点 - SWEED 黑客组织攻击活动分析报告","SWEED 黑客组织攻击活动分析报告；MOSEC 2020 | 议题全纪录；efiXplorer：用于UEFI固件分析和逆向工程自动化的IDA插件。","2020/7/7 09:31:51","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"209946","黑客攻击俄罗斯外交部Twitter账号；入侵账号窃取色情信息的前雅虎工程师被判缓刑","匿名黑客组织攻击并控制俄罗斯外交部一Twitter账号；入侵6000账号窃取色情信息的前雅虎工程师被判缓刑；伊朗核设施遭黑客攻击起火？或与美国以色列有关","2020/7/7 16:42:07","https://p0.ssl.qhimg.com/t016da32a9fec0774a2.jpg","资讯/充电站","安全客"
"210040","7月8日每日安全热点 - 机器人社会工程学","机器人社会工程学；朝鲜Lazarus APT窃取了美国和欧盟商店的信用卡数据；更好的网络安全取决于了解实际风险和解决正确的问题。","2020/7/8 09:30:43","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"210130","安全快讯8 | 主流ATM和POS机驱动程序曝出大量严重漏洞","近日，腾讯和老干妈之间的一场“欠款”风波引发舆论广泛关注。后经警方调查，竟然是有人伪造“老干妈公司”印章。假印章俗称“萝卜章”，屡禁不止的“萝卜章”黑色产业链仍然存在。网上搜索“印章”会出现很多商品介绍和相关群，入群后便会有人私聊报价。","2020/7/8 20:00:21","https://p1.ssl.qhimg.com/t01db49754f4ad999b0.png","资讯/假章黑产/IoT网络安全标准","360手机卫士"
"210163","7月9日每日安全热点 - Memory Tagging for the Kernel：Tag-Based KASAN","2020 Android安全会议上的议题：《 Memory Tagging for the Kernel: Tag-Based KASAN》；【更新】CVE-2020-1457/1425: Microsoft Windows 编解码器库远程执行代码漏洞通告。","2020/7/9 09:30:41","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"210184","全内存审核：微软发布免费恶意软件虚拟机取证服务","近日，微软研究院推出了一项免费服务——Freta，旨在帮助用户检测实时Linux系统的内存快照中是否存在rootkit和高级恶意软件。","2020/7/9 11:15:35","https://p3.ssl.qhimg.com/t01c1e8e22eddc7151b.png","安全资讯","安全牛"
"210195","IBM 研究发现：使用超过 50种安全工具会降低安全响应效率","2020年 6月底，IBM Security 发布一项全球报告，尽管受访组织在过去五年里已逐步提升了对规划、检测和响应网络攻击的能力，但在同一时期内，他们遏制攻击的能力却下降了 13%。","2020/7/9 11:45:11","https://p0.ssl.qhimg.com/t0182ed569a68333263.png","安全资讯","安全客"
"210215","南京小伙找“黑客”定位前女友，结果被骗4万元！；黑客小哥揭秘弹窗广告诈骗获八百万网友围观","成都电子科技大学教学楼显示屏出现“拒绝中国制造”口号，怀疑是印度留学生作案 ？；为了复合，南京小伙找“黑客”定位前女友，结果被骗4万元；黑客小哥揭秘弹窗广告诈骗获八百万网友围观；坐拥240万粉丝，尼日利亚炫富网红被指控网络诈骗","2020/7/9 17:40:37","https://p0.ssl.qhimg.com/t016da32a9fec0774a2.jpg","资讯/资讯充电站","安全客"
"210283","7月10日每日安全热点 - 霍尼韦尔：USB恶意软件兴起可致ICS严重中断","霍尼韦尔：USB恶意软件的兴起可能会导致ICS严重中断；Evilnum黑客使用与FIN6，Cobalt相同的恶意软件供应商；6月下旬针对Cloudflare发起的巨大的DDoS攻击事件。","2020/7/10 09:30:56","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"210338","CVE-2020-8558：Kubernetes 本地主机边界绕过漏洞通告","2020年07月10日， 360CERT监测发现 Kubernetes官方 发布了 Kubernetes 节点的设置允许相邻主机绕过本地主机边界 的风险通告，该漏洞编号为 CVE-2020-8558，漏洞等级：中危。","2020/7/10 15:00:38","https://p0.ssl.qhimg.com/t01ee320dad56455812.jpg","漏洞预警","360CERT安全通告"
"210343","震网病毒”重现？伊朗纳坦兹核基地神秘爆炸，引动中东新局势","纳坦兹核燃料浓缩厂：位于伊朗中部伊斯法罕省沙漠地区，占地10万平方米，大部分建筑在于地下8米处，是伊朗核武器铀浓缩的主要生产基地，戒备相当森严，也是接受国际原子能机构核查人员监测的多个设施之一。","2020/7/10 15:15:47","https://p3.ssl.qhimg.com/t018ee73e11e6929d18.jpg","安全资讯","国际安全智库"
"210387","7月11日每日安全热点 - Citrix 多个高危漏洞通告","Citrix 多个高危漏洞通告；CVE-2020-15494，CVE-2020-15493:MGate 5105-MB-EIP系列协议网关漏洞；CDATA OLT中发现多个漏洞。","2020/7/11 11:28:28","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"210390","突发！上海支付机构过亿资金被盗案宣判，两人被判无期！","还记得前年上海某支付机构的P2P漏洞吗？近日有了结果。","2020/7/11 13:33:12","https://p3.ssl.qhimg.com/t0165fd8418446f53f5.png","安全资讯","安全客"
"210396","7月12日每日安全热点 - Google开源Tsunami漏洞扫描器","Google开源Tsunami漏洞扫描器；CVE-2020-14315:FreeBSD bsdiff高危漏洞；Project Zero对 unc0ver 最新越狱所用 0Day 漏洞的分析。","2020/7/12 11:00:09","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"210404","蛇从暗黑中袭来——响尾蛇(SideWinder) APT组织2020年上半年活动总结报告","响尾蛇(又称SideWinder，T-APT-04)是一个背景可能来源于印度的 APT 组织，该组织此前已对巴基斯坦和东南亚各国发起过多次攻击， 该组织以窃取政府， 能源， 军事， 矿产等领域的机密信息为主要目的。","2020/7/13 10:45:48","https://p5.ssl.qhimg.com/t01e6f91c3b967137cd.jpg","APT","Gcow安全团队"
"210405","7月13日每日安全热点 - GraphQL自省会导致敏感数据泄露","GraphQL自省会导致敏感数据泄露；如何使用CVE来寻找新的漏洞（在其他人找到之前）；Purple Fox EK为其武器库增加了CVE-2020-0674和CVE-2019-1458的漏洞利用。","2020/7/13 09:30:40","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"210495","执法部门购买泄露数据来追踪犯罪分子","黑客闯入网站，窃取数据，然后放在互联网上销售，其他的一些黑客或诈骗者则将其用于自己的目的。但是，泄露的数据现在有另一个大客户：执法部门。","2020/7/14 10:37:47","https://p3.ssl.qhimg.com/t0154cd0cc581af5852.png","数据泄露","ppz"
"210535","权威发布！2020上半年注销网贷账户电信诈骗分析报告","新冠疫情蔓延以来，注销网贷账户电信诈骗也借“疫”复发：2020上半年骗局呈高发态势，4月环比增长率甚至高达178％。受骗者多为上班族、大学生，其中63％此前未注册过网贷账户，约一半人被连续诈骗多个网贷平台额度。","2020/7/14 20:00:21","https://p3.ssl.qhimg.com/t01b577f0517aa81381.png","网贷","360手机卫士"
"210541","7月14日每日安全热点 - LiveAuctioneers网站340W用户数据泄漏","LiveAuctioneers 网站340w用户数据泄漏；4w美国公民详细信息在暗网销售；美国承认对俄罗斯公司发起的网络攻击；领英iOS版监视用户:不光剪贴板 还读取其他苹果设备数据。","2020/7/14 09:45:54","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"210652","美公开承认对俄发动网络攻击 全球网络战态势或将升级","""如果俄罗斯有一天陷入黑暗，华盛顿就是那个幕后黑手。”去年美国官员向《纽约时报》诉说道。","2020/7/14 15:00:32","https://p4.ssl.qhimg.com/t01c4c46ac08e7924b2.jpg","安全资讯","国际安全智库"
"210697","7月15日每日安全热点 - 超150亿个账户密码在多个黑客论坛上疯传","【安全圈】超150亿个账户密码在多个黑客论坛上疯传；Tetrade：巴西银行业恶意软件走向全球；RATicate使用商业“密码”升级“ RAT即服务”攻击","2020/7/15 10:04:18","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"210712","2020-07 补丁日：微软多产品高危漏洞及DNS Server远程代码执行漏洞通告","2020年07月15日， 360CERT监测发现 微软官方 发布了 7月份 的安全更新，事件等级：严重。","2020/7/15 11:30:39","https://p2.ssl.qhimg.com/t01cccb09f16bafd69b.png","漏洞预警","360CERT安全通告"
"210719","2020-07 补丁日：Oracle多个产品高危漏洞安全风险通告","2020年07月15日，360CERT监测到Oracle官方发布了7月份的安全更新。","2020/7/15 11:40:46","https://p4.ssl.qhimg.com/t0179e59efb56b8f7af.png","漏洞预警","360CERT安全通告"
"210820","7月16日每日安全热点 - 奥巴马等多名大V账户被盗发“诈骗”消息","史上最严重网络安全事故？奥巴马等多名大V账户被盗 发了一条“诈骗”消息；新西兰财产管理公司泄露了30,000位用户的护照，驾驶执照和其他个人数据；思科发布多种产品的安全更新。","2020/7/16 09:45:37","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"210821","推特大规模被黑，苹果、亚马逊，甚至前总统都被殃及？","“你给我100红包，我明儿给你200怎么样。”","2020/7/17 10:15:40","https://hx24.huoxing24.com/image/crawler/2020/07/16/1594861842428414.jpg","安全资讯","CertiK"
"210850","Twitter遭大规模黑客入侵，奥巴马等多名大V账户被盗","Twitter遭大规模黑客入侵，奥巴马等多名大V账户被盗；Citrix公司遭联邦调查局质疑，疑似被国际黑客从第三方网络平台窃取数据；新西兰财产管理公司泄露了30,000位用户的护照、驾驶执照和其他个人数据","2020/7/16 16:15:05","https://p0.ssl.qhimg.com/t016da32a9fec0774a2.jpg","资讯","安全客"
"210909","7月17日每日安全热点 - 黑客获取Citrix200万全球客户信息","黑客获取Citrix Systems 200万用户，涉及全球内客户信息；4种危险的巴西银行木马正试图劫持全球用户；警惕新型nginx后门。","2020/7/17 09:45:11","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"211027","“拆红包，不中包赔”，红包互换这套路666到飞起","近期，360手机先赔收到用户反馈，了解到一种“拆红包，不中包赔”的诈骗手法，套路就是诱导用户充值，以小博大，“不中包赔”根本就是噱头，目的就是在充值和提现环节设置陷阱。","2020/7/17 20:00:11","https://p3.ssl.qhimg.com/t01e577a0bf5d4d626c.png","红包互换","360手机卫士"
"211086","7月18日每日安全热点 - 俄黑客针对新冠疫苗组织进行网络攻击","俄罗斯黑客针对新冠疫苗开发的组织进行网络攻击活动；绕过crowdstrike EDR抓取密码hash；MMS Exploit Part 1: 测试Ripple20:CVE-2020-11898的详细介绍和概念验证脚本。","2020/7/18 11:18:21","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"211089","Twitter公布大规模账号入侵事件的细节：被社工了","7月15日，美国社交网络推特遭遇史上最严重黑客入侵事件，多位美国政商领袖及名人的推特账号“中招”。","2020/7/18 20:23:11","https://p2.ssl.qhimg.com/t012753099204b9eeac.jpg","安全资讯","安全客"
"211096","7月19日每日安全热点 - 伊朗威胁组织公开40G训练视频","伊朗威胁组织公开了他们40 GB的训练视频和数据文件；Emotet僵尸网络在缺席数月后迅速回升；推特说，在周三的黑客攻击中，黑客下载了8名用户的数据。","2020/7/19 11:08:30","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"211101","7月20日每日安全热点 - WellMess(APT-C-42)组织攻击行动揭秘","WellMess(APT-C-42)组织网络渗透和供应链攻击行动揭秘；警惕新型nginx后门，目前全杀毒软件免杀；oledump最新版本发布。","2020/7/20 09:45:05","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"211147","安全事件周报（7.13-7.19）","本周收录安全事件17项话题集中在数据安全、勒索方面，涉及的厂商有：Dropbox、Collabera、LiveAuctioneers、Twitter等。数据依然是网络攻防两端的主要关注对象，重视数据保护尤为重要。","2020/7/20 10:35:31","https://p2.ssl.qhimg.com/t01faef46d82a88e784.png","安全资讯","360CERT安全通告"
"211300","7月21日每日安全热点 - 欧运营商Orange确认20企业客户威胁数据","欧洲第四大移动运营商Orange确认20个企业客户的勒索软件攻击威胁数据；capa：一款自动识别恶意软件功能的工具；CVE-2020-1147：SharePoint and Pwn :: Remote Code Execution Against SharePoint Server Abusing DataSet。","2020/7/21 09:30:25","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"211315","CVE-2020-1147：SharePoint等多个组件远程代码执行漏洞通告","2020年07月21日，360核心安全团队发布了针对SharePoint组件的分析报告，该报告表明远程攻击者可造成远程代码执行影响。本次更新标识该漏洞的详细信息公开，并可能在短时间内出现大规模攻击态势。","2020/7/21 10:33:31","https://p4.ssl.qhimg.com/t01fc672dab4c3d2b10.png","漏洞预警","360CERT安全通告"
"211352","因黑客攻击，甘肃检察机关书记员网上笔试中止；青年支付比特币观看谋杀直播后被捕；","系统被黑客冲击，甘肃省检察机关聘用书记员网上笔试中止；两名意大利青年支付比特币观看滥用谋杀直播后被捕；Coinbase阻止Twitter黑客窃取额外的28万美元","2020/7/21 18:46:44","https://p0.ssl.qhimg.com/t016da32a9fec0774a2.jpg","资讯/充电站","安全客"
"211355","谭晓生：论CISO的个人修养","目前甲方安全面临的环境，形势都在发生巨变。网络安全法后，老板们普遍接受了网络安全干不好，自己会进去的观点。但回头检视公司安全团队后，觉得安全团队和负责人能力不够，老板们首选是外招，这其实对很多安全负责人是巨大的信任危机。","2020/7/21 18:00:32","https://p1.ssl.qhimg.com/t01c8c373960f4b9833.jpg","CISO","安全内参"
"211370","7月22日每日安全热点 - VPN服务保留数百万暴露用户数据","7个VPN服务保留了数百万在线暴露的用户数据；Emotet僵尸网络正在严重传播QakBot恶意软件；JobSearch WP Job Board WordPress Plugin v1.5.2 - 多个漏洞。","2020/7/22 09:35:45","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"211427","“幽灵小分队”反常理出牌背后，是安全防御的缺失还是黑客技术的炫技？","近日，一个默默无闻的“幽灵小分队”黑客组织，在一周之内两次撼动欧洲宇航局的安全防线。","2020/7/22 11:15:08","https://p4.ssl.qhimg.com/t0107cb957f0b004ae6.jpg","安全资讯","国际安全智库"
"211433","阿根廷电信公司被黑并遭勒索750万美元","北京时间2020年7月19日，有一批用户开始在Twitter上发布消息，猜测阿根廷最大的电话公司已被勒索软件入侵。紧接着，加密货币分析师Alex Krüger发推证明此事为真。","2020/7/23 17:30:44","https://p4.ssl.qhimg.com/t0114878adbb2ccea8f.jpg","安全资讯","CertiK"
"211474","安全快讯10 | 快充变杀手，凡通过USB供电的设备都可能被攻击","央视3.15晚会曝光趣头条广告乱象，让我们不得不正视一个问题。目前，市面上有一些赌博平台，利用“网赚”的包装形式，号称轻松赚钱，通过微信/QQ等渠道发送赌博平台链接，目的就是为了吸引用户参与赌博。同时，为躲避监管其投放时段和区域也会有所不同。","2020/7/22 20:00:25","https://p2.ssl.qhimg.com/t01121ddd60bdb0bfc2.png","趣头条/校园贷","360手机卫士"
"211503","7月23日每日安全热点 - 俄又被指对国家安全构成“紧急威胁”","俄罗斯又被指责对国家网络安全构成“紧急威胁”，频现风波有何隐情；“幽灵小分队”反常理出牌背后，是安全防御的缺失还是黑客技术的炫技；Konni APT组织利用核问题、疫情为诱饵针对周边地区的攻击活动分析。","2020/7/23 09:30:23","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"211528","最强大的网络安全“公司”：MITRE","最强大的网络安全公司是市值最高的公司吗？是安全产品线最全的公司吗？是知名度最高的安全公司吗？答案都是否定的。最强大的网络安全公司，往往是那些摆脱了网络安全高级趣味的公司，例如Mitre，它甚至不是严格意义上的网络安全公司。","2020/7/23 11:30:36","https://p1.ssl.qhimg.com/t0107c749ec72768e4b.jpg","安全资讯","安全牛"
"211529","FBI秘密使用一家20亿美元的旅游公司作为全球监视工具","FBI秘密使用旅游公司作为全球监视工具；Twitter确认一名当选官员在黑客攻击中被访问了DM；“喵”攻击强势来袭！至今已清除数十个不安全数据库","2020/7/23 17:27:55","https://p0.ssl.qhimg.com/t016da32a9fec0774a2.jpg","资讯/充电站","安全客"
"211543","CVE-2020-3452：Cisco ASA/FTD 任意文件读取漏洞通告","2020年07月23日， 360CERT监测发现 Cisco官方 发布了 Cisco ASA 软件和 FTD 软件的 Web 接口存在目录遍历导致任意文件读取 的风险通告，该漏洞编号为 CVE-2020-3452，漏洞等级：中危。","2020/7/23 11:45:19","https://p0.ssl.qhimg.com/t012103dc318f3c173f.png","漏洞预警","360CERT安全通告"
"211547","俄罗斯又被指责对国家网络安全构成“紧急威胁”，频现风波有何隐情？","俄罗斯再陷大国网络博弈风波！近日，英国议会情报与安全委员会历经多番举证，重磅发布了一份直指俄罗斯黑客网络攻击行动分析报告。","2020/7/23 13:30:30","https://p5.ssl.qhimg.com/t0104640a9240a338d4.jpg","安全资讯","国际安全智库"
"211604","超过两千万名用户的数据被VPN供应商泄露","7家声称不保留任何用户数据的VPN供应商，在最近爆出1.2 TB用户数据被泄露，任何人都可以在互联网上访问到这些数据。","2020/7/24 14:32:44","https://p0.ssl.qhimg.com/t01f63e2be7847fa102.png","信息泄露/VPN","ppz"
"211616","7月24日每日安全热点 - Twitter黑客获取了36个知名账户的私人信息","twitter黑客获取了36个知名账户的私人信息；Pwn2Own Miami上利用5个漏洞攻破Rockwell FactoryTalk HMI；Citrix修复Workspace App高危漏洞。","2020/7/24 09:30:35","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"211762","7月25日每日安全热点 - KUKA机器人安全分析实战","KUKA机器人安全分析实战；RMI Bypass Jep290(Jdk8u231) 反序列化漏洞分析；Quiver-用于管理所有工具以进行赏金和渗透测试的工具。","2020/7/25 11:07:35","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"211765","7月26日每日安全热点 - 攻击Exchange Web接口","攻击Exchange Web接口；基础架构即代码：安全风险以及如何避免风险；在Azure Sentinel中检测CVE-2020–1350利用利用。","2020/7/26 10:23:08","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"211772","7月27日每日安全热点 - OilRig瞄准了中东电信组织","OilRig瞄准了中东电信组织，并增加了隐写的新C2地址；针对印度和香港的恶意软件MgBot变种分析；恶意样本CruLoader详细分析。","2020/7/27 09:45:17","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"211778","朝鲜黑客推出2020最具威胁新型多平台恶意软件框架——MATA","E安全7月27日讯，近日据外媒报道，与朝鲜政府有联系的拉撒路APT黑客集团已使用一种称为MATA的新型多平台恶意软件框架来针对全球实体组织，分发VHD勒索软件并窃取了客户数据库。","2020/7/27 11:02:43","https://p2.ssl.qhimg.com/t017dcb477e66224456.png","安全资讯","安全客"
"211784","API开放之后，我们才真正领略GPT-3的强大……","别说编段子，GPT-3 现在都能写代码、做报表、翻译数学公式、甚至取代前端和会计师了……","2020/7/27 11:57:07","https://p5.ssl.qhimg.com/t0147480f14f65ba68c.jpg","安全资讯","安全客"
"211981","Dave数据遭泄露，影响750万用户","Dave是为客户提供透支保护和预借款服务的一家公司，近期该公司遭受数据泄露攻击，一份包含Dave 750万用户记录的数据库被攻击者在网上拍卖，随后被免费发布在黑客论坛上。","2020/7/29 10:00:59","https://p4.ssl.qhimg.com/t01db1f904c9086fcc4.jpg","数据泄露","金色的大芯子"
"211984","7月28日每日安全热点 - Cloudflare数据泄漏致300万站点IP暴露","Cloudflare数据泄漏：导致将近300万个站点的真实IP地址暴露；QNAP NAS恶意软件Qsnatch感染超过6万台设备；美国网络安全与基础设施安全局警告：F5 BIG-IP系统正在被黑客大规模利用。","2020/7/28 09:30:40","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"212024","“失控”的 IPv6：观察 IPv6 网络环境安全现状","IPv6的全称是“Internet Protocol version 6”，意为“互联网协议第6版”，是由国际互联网工程任务组（IETF）在1998年12月发布的最新版本互联网协议。","2020/7/29 14:30:48","https://p5.ssl.qhimg.com/t0118917a89c22a3099.png","漏洞分析","知道创宇404实验室"
"212033","佳明（Garmin ）遭黑客攻击，全球跑友无法同步跑步数据；苹果联合创始人就比特币骗局起诉YouTube","佳明遭黑客攻击，全球跑友无法同步跑步数据；苹果联合创始人沃兹等17人就比特币骗局起诉YouTube；索马里在罢免总理后断网","2020/7/28 17:08:54","https://p0.ssl.qhimg.com/t016da32a9fec0774a2.jpg","资讯/充电站","安全客"
"212094","Emotet恶意软件竟然也被黑了?","是的，你没看错，Emotet恶意软件竟然也被别人黑了！近日，有人为了拿Emotet僵尸网络来开涮，竟然直接入侵了Emotet恶意软件的分发站点，并替换掉了Emotet原本所使用的恶意Payload以及GIF图片。","2020/7/29 10:40:33","https://p0.ssl.qhimg.com/t01fbf4f9485154757d.png","恶意软件","WisFree"
"212099","7月29日每日安全热点 - 18家公司3.86亿条用户信息泄漏","18家公司3.86亿条用户信息泄漏；Lazarus开发出了自己的勒索软件；黑客Ghost Exodus，服刑十年后分享自己的故事。","2020/7/29 09:32:09","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"212191","安全快讯11 | 微信“亲属卡”成诈骗利器，已有多人中招！","了解微信“亲属卡”，省的骗子刷你滴卡。","2020/7/29 20:12:02","https://p2.ssl.qhimg.com/t01b83ab498f5214b35.png","网络诈骗/微信亲属卡","360安全卫士"
